Unit,Way,Keel_Date,Delivery_Date,Yard_Cost, Procurement_Cost,Facilities_Cost,Admin_Cost,TC,VC,FC,Yard,Direct_Hours,Indirect_Hours,Total_ManHours,Way_Days,Outfitting_Days,Total_Production_Days
240,13,7/19/43,8/24/43,772171,888165,58953,17037,1736326,1660336,75990,California,298628,117856,416484,23,13,36
241,4,7/19/43,8/26/43,768832,888165,58834,17002,1732833,1656997,75836,California,298309,117683,415992,24,14,38
242,14,7/22/43,8/30/43,785655,888165,59432,17175,1750427,1673820,76607,California,306825,120870,427695,23,16,39
243,6,7/23/43,8/31/43,780879,888165,59262,17126,1745432,1669044,76388,California,301985,118969,420954,24,15,39
244,8,7/24/43,8/31/43,758285,888165,58460,16894,1721804,1646450,75354,California,293501,115587,409088,24,14,38
245,5,7/25/43,9/6/43,772795,888165,58975,17043,1736978,1660960,76018,California,300413,118425,418838,24,19,43
246,7,7/29/43,9/9/43,780087,888165,59234,17118,1744604,1668252,76352,California,305307,120297,425604,23,19,42
247,1,7/31/43,9/11/43,807182,888165,60196,17396,1772939,1695347,77592,California,314682,123984,438666,23,19,42
248,11,8/4/43,9/12/43,810679,888165,60320,17432,1776596,1698844,77752,California,317071,124880,441951,23,16,39
249,2,8/5/43,9/14/43,810239,888165,60305,17427,1776136,1698404,77732,California,316871,124852,441723,23,17,40
250,12,8/8/43,9/15/43,838362,888165,61303,17716,1805546,1726527,79019,California,330431,130222,460653,22,16,38
251,3,8/9/43,9/17/43,835488,888165,31201,17686,1772540,1723653,48887,California,327107,128982,456089,22,17,39
252,10,8/10/43,9/30/43,1016562,934797,69286,20023,2040668,1951359,89309,California,402298,162913,565211,34,17,51
253,13,8/11/43,10/4/43,1043856,934797,70255,20303,2069211,1978653,90558,California,411070,166449,577519,35,19,54
254,4,8/12/43,9/19/43,853743,888165,31849,17874,1791631,1741908,49723,California,332229,131223,463452,23,15,38
255,14,8/14/43,10/8/43,1027495,934797,69674,20135,2052101,1962292,89809,California,403241,162901,566142,34,21,55
256,9,8/16/43,10/11/43,1046085,934797,70334,20326,2071542,1980882,90660,California,412221,166508,578729,33,23,56
257,6,8/17/43,9/21/43,836125,888165,61224,17693,1803207,1724290,78917,California,323549,128058,451607,22,13,35
258,8,8/18/43,10/14/43,1067057,934797,71079,20541,2093474,2001854,91620,California,419656,169363,589019,34,23,57
259,5,8/18/43,9/23/43,821015,888165,60687,17538,1787405,1709180,78225,California,312931,124087,437018,23,13,36
260,7,8/21/43,9/25/43,847283,888165,61620,17807,1814875,1735448,79427,California,325468,129362,454830,22,13,35
261,1,8/23/43,9/27/43,821390,888165,60701,17542,1787798,1709555,78243,California,309768,123488,433256,22,13,35
262,11,8/27/43,10/17/43,1047282,934797,70377,20338,2072794,1982079,90715,California,404769,163580,568349,31,20,51
263,2,8/28/43,9/30/43,824325,888165,60805,17572,1790867,1712490,78377,California,310099,124328,434427,22,11,33
264,12,8/30/43,10/21/43,1091084,934797,71932,20787,2118600,2025881,92719,California,420082,170138,590220,31,21,52
265,3,8/31/43,10/7/43,930035,888165,64558,18656,1901414,1818200,83214,California,354613,143364,497977,24,13,37
266,4,9/4/43,10/26/43,1101176,934797,72291,20891,2129155,2035973,93182,California,418596,170476,589072,31,21,52
267,6,9/8/43,10/27/43,1089061,934797,71860,20767,2116485,2023858,92627,California,402358,164438,566796,31,18,49
268,5,9/10/43,10/29/43,1026294,934797,69632,20123,2050846,1961091,89755,California,380574,155731,536305,31,18,49
269,10,9/13/43,10/31/43,1011768,934797,69116,19974,2035655,1946565,89090,California,366325,150654,516979,31,17,48
270,7,9/13/43,10/31/43,1016905,934797,69298,20026,2041026,1951702,89324,California,375510,154052,529562,30,18,48
271,1,9/15/43,10/31/43,1007753,934797,68973,19932,2031455,1942550,88905,California,368713,151869,520582,30,16,46
272,13,9/16/43,11/7/43,1009776,934797,69045,19953,2033571,1944573,88998,California,365435,151320,516755,31,21,52
273,14,9/17/43,11/8/43,988715,934797,68297,19737,2011546,1923512,88034,California,356068,147840,503908,31,21,52
274,9,9/18/43,11/12/43,979860,934797,67983,19646,2002286,1914657,87629,California,353038,147281,500319,31,24,55
275,2,9/19/43,11/13/43,1015829,934797,69260,20015,2039901,1950626,89275,California,369429,154577,524006,32,23,55
276,8,9/21/43,11/16/43,1010469,934797,69070,19960,2034296,1945266,89030,California,365279,153459,518738,33,23,56
277,3,9/24/43,11/18/43,1035457,934797,69957,20217,2060428,1970254,90174,California,373541,157561,531102,32,23,55
278,11,9/27/43,11/20/43,984561,934797,68150,19694,2007202,1919358,87844,California,353524,149487,503011,32,22,54
279,12,9/30/43,11/22/43,1030196,934797,69770,20163,2054926,1964993,89933,California,369739,156797,526536,31,22,53
280,4,10/5/43,11/25/43,987055,934797,68239,19720,2009811,1921852,87959,California,354522,150728,505250,28,23,51
281,6,10/9/43,11/26/43,977799,934797,67910,19625,2000131,1912596,87535,California,349515,149143,498658,28,20,48
282,5,10/11/43,11/29/43,990739,934797,68369,19758,2013663,1925536,88127,California,351594,150450,502044,29,20,49
283,7,10/13/43,12/3/43,974294,934797,67785,19589,1996465,1909091,87374,California,346836,148780,495616,27,24,51
284,10,10/14/43,12/12/43,975137,934797,67815,19598,1997347,1909934,87413,California,349482,150035,499517,28,31,59
285,1,10/16/43,12/13/43,1006420,934797,68926,19919,2030062,1941217,88845,California,356490,153348,509838,30,28,58
286,13,10/17/43,12/15/43,1052376,934785,70561,20386,2078108,1987161,90947,California,378055,163254,541309,34,25,59
287,14,10/18/43,12/1/43,877283,888165,62685,18115,1846248,1765448,80800,California,310758,135628,446386,24,20,44
288,9,10/19/43,12/5/43,861283,888165,62117,17951,1829516,1749448,80068,California,302504,132254,434758,25,22,47
289,2,10/21/43,12/7/43,866040,888165,62286,18000,1834491,1754205,80286,California,306146,134147,440293,26,21,47
290,8,10/24/43,12/9/43,872754,888165,62524,18069,1841512,1760919,80593,California,312784,137539,450323,29,17,46
291,3,10/26/43,12/12/43,876907,888165,62672,18111,1845855,1765072,80783,California,315582,138940,454522,28,19,47
292,11,10/29/43,12/18/43,883425,888165,62903,18178,1852671,1771590,81081,California,317101,139669,456770,27,23,50
293,12,10/31/43,12/19/43,895023,888165,63315,18297,1864800,1783188,81612,California,321195,141568,462763,27,22,49
294,4,11/2/43,12/21/43,857909,888165,61997,17916,1825987,1746074,79913,California,302873,133460,436333,26,23,49
295,6,11/6/43,12/22/43,883281,888165,62898,18177,1852521,1771446,81075,California,314875,138837,453712,26,20,46
296,7,11/9/43,12/24/43,861068,888165,62109,17949,1829291,1749233,80058,California,305103,134264,439367,27,18,45
297,5,11/9/43,12/23/43,847447,888165,62626,17809,1816047,1735612,80435,California,301988,133049,435037,25,19,44
298,10,11/11/43,12/27/43,860525,888165,62090,17943,1828723,1748690,80033,California,306465,134748,441213,27,19,46
299,14,11/12/43,12/28/43,848789,888165,61673,17823,1816450,1736954,79496,California,301611,132798,434409,28,18,46
300,9,11/13/43,12/28/43,834701,888165,61173,17678,1801717,1722866,78851,California,297798,131552,429350,28,17,45
301,1,11/15/43,12/30/43,837338,888165,61267,17705,1804475,1725503,78972,California,297667,131862,429529,27,18,45
302,2,11/16/43,12/31/43,812873,888165,60398,17454,1778890,1701038,77852,California,287360,127810,415170,27,18,45
303,13,11/20/43,12/31/43,844358,888165,61516,17777,1811816,1732523,79293,California,303160,134945,438105,27,14,41
304,8,11/22/43,12/31/43,843365,888165,61481,17767,1810778,1731530,79248,California,297783,132973,430756,27,12,39
305,3,11/23/43,12/31/43,862920,888165,62175,17968,1831228,1751085,80143,California,305279,136112,441391,28,10,38
306,11,11/25/43,1/7/44,847051,888165,61612,17805,1814633,1735216,79417,California,301258,134322,435580,27,16,43
307,12,11/27/43,1/9/44,848781,888165,61673,17823,1816442,1736946,79496,California,302366,134601,436967,26,17,43
308,6,12/2/43,1/13/44,902240,888165,63571,18371,1872347,1790405,81942,California,319886,140486,460372,24,18,42
309,5,12/4/43,1/15/44,884491,888165,62941,18189,1853786,1772656,81130,California,312969,136918,449887,24,18,42
310,10,12/8/43,1/18/44,886970,888165,63029,18214,1856378,1775135,81243,California,313368,136984,450352,23,18,41
311,14,12/10/43,1/19/44,868318,888165,62367,18023,1836873,1756483,80390,California,300419,131128,431547,23,17,40
312,9,12/11/43,1/22/44,882850,888165,62883,18172,1852070,1771015,81055,California,307476,131879,439355,25,17,42
313,1,12/12/43,1/24/44,900094,888165,63495,18349,1870103,1788259,81844,California,310460,131692,442152,26,17,43
314,2,12/13/43,1/26/44,898509,888165,63439,18333,1868446,1786674,81772,California,313047,133841,446888,26,18,44
315,13,12/17/43,1/29/44,955967,888165,65479,18922,1928533,1844132,84401,California,329608,136825,466433,28,15,43
316,8,12/19/43,1/31/44,921786,888165,64265,18572,1892788,1809951,82837,California,318997,131520,450517,27,16,43
317,3,12/21/43,2/2/44,964833,888165,65794,19013,1937805,1852998,84807,California,326995,134058,461053,27,16,43
318,11,12/22/43,2/7/44,948495,888165,65214,18846,1920720,1836660,84060,California,326946,131116,458062,28,19,47
319,12,12/23/43,2/8/44,950330,888165,65279,18865,1922639,1838495,84144,California,327945,130656,458601,29,18,47
320,6,12/27/43,2/10/44,957760,888165,65543,18941,1930409,1845925,84484,California,329662,130425,460087,28,17,45
321,5,12/28/43,2/12/44,955548,888165,65464,18918,1928095,1843713,84382,California,331384,129874,461258,30,16,46
322,10,12/31/43,2/15/44,942031,888165,64984,18779,1913959,1830196,83763,California,326355,125622,451977,29,17,46
323,9,1/5/44,2/17/44,940145,888165,64917,18760,1911987,1828310,83677,California,323248,122304,445552,26,17,43
324,1,1/7/44,2/21/44,935448,888165,64750,18712,1907075,1823613,83462,California,326194,121897,448091,28,17,45
325,13,1/14/44,2/26/44,967678,888165,65895,19043,1940781,1855843,84938,California,339880,125040,464920,25,18,43
326,8,1/15/44,2/26/44,943753,888165,65045,18797,1915760,1831918,83842,California,331875,121524,453399,26,16,42
327,11,1/19/44,2/29/44,939099,888165,64880,18749,1910893,1827264,83629,California,329356,120377,449733,24,17,41
328,12,1/21/44,3/6/44,983050,888165,66441,19200,1956856,1871215,85641,California,347413,125370,472783,27,18,45
329,5,1/27/44,3/9/44,974400,888165,66133,19112,1947810,1862565,85245,California,344045,123389,467434,23,19,42
330,10,1/29/44,3/13/44,1015887,888165,67606,19537,1991195,1904052,87143,California,361605,128346,489951,25,19,44
331,9,1/31/44,3/15/44,993396,888165,66808,19307,1967676,1881561,86115,California,350390,123850,474240,25,19,44
332,13,2/9/44,3/23/44,1056406,888165,69045,19953,2033569,1944571,88998,California,366701,129269,495970,24,19,43
333,5,2/10/44,3/29/44,1156582,888165,72602,20981,2138330,2044747,93583,California,362205,131144,493349,26,22,48
334,11,2/12/44,3/29/44,1106227,888165,70814,20464,2085670,1994392,91278,California,375223,133489,508712,27,19,46
335,11,3/11/44,4/28/44,1444669,888165,82831,23937,2439602,2332834,106768,California,350956,126974,477930,27,21,48
336,5,3/17/44,5/4/44,1686152,888165,91405,26415,2692137,2574317,117820,California,349748,125109,474857,28,20,48
1,1,5/22/41,2/17/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,744875,327859,1072734,198,73,271
2,2,5/22/41,3/12/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,648993,241625,890618,240,54,294
3,3,5/28/41,3/27/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,585777,199917,785694,251,52,303
4,4,8/22/41,4/7/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,557964,172563,730527,183,45,228
5,5,9/3/41,4/16/42,861000,888161,62107,17948.30193,1829216.302,1749161,80055.30193,Carolina,536140,159480,695620,186,39,225
6,6,9/4/41,4/27/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,522386,152308,674694,199,36,235
7,7,9/22/41,5/6/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,505175,143246,648421,188,38,226
8,8,9/23/41,5/11/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,503251,142950,646201,201,29,230
9,9,10/1/41,5/21/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,493264,138662,631926,207,25,232
10,1,12/11/41,5/28/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,485827,135860,621687,150,18,168
11,2,1/22/42,6/4/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,484127,136079,620206,115,18,133
12,3,2/5/42,6/11/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,466637,129993,596630,106,20,126
13,4,2/25/42,6/17/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,457400,125363,582763,95,17,112
14,5,3/10/42,6/24/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,420863,115631,536494,89,17,106
15,6,3/24/42,6/30/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,427913,115481,543394,82,16,98
16,7,3/30/42,7/8/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,429610,115975,545585,83,17,100
17,8,4/13/42,7/14/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,442895,120212,563107,76,16,92
18,9,4/27/42,7/20/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,435678,116679,552357,67,17,84
19,1,5/11/42,7/24/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,434087,117472,551559,57,17,74
20,2,5/18/42,7/29/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,447083,119501,566584,55,17,72
21,3,5/23/42,8/5/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,476599,127869,604468,57,17,74
22,4,6/1/42,8/15/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,493930,134000,627930,55,20,75
23,5,6/8/42,8/21/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,492636,136805,629441,55,19,74
24,6,6/15/42,8/28/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,500837,143782,644619,62,12,74
25,7,6/22/42,9/7/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,489128,141803,630931,62,15,77
26,8,6/29/42,9/12/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,474280,139983,614263,62,13,75
27,9,7/4/42,9/17/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,463579,135174,598753,63,12,75
28,1,7/8/42,9/23/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,440371,131636,572007,65,12,77
29,2,7/12/42,9/29/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,415636,124255,539891,67,12,79
30,3,7/19/42,10/4/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,421394,124243,545637,66,11,77
31,4,7/26/42,10/10/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,430348,126890,557238,65,11,76
32,5,8/2/42,10/15/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,416287,120361,536648,63,11,74
33,6,8/16/42,10/21/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,411515,119196,530711,55,11,66
34,7,8/23/42,10/24/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,402536,114802,517338,53,9,62
35,8,8/30/42,10/29/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,402223,113403,515626,51,9,60
36,9,9/5/42,11/4/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,392248,110708,502956,50,10,60
37,1,9/11/42,11/7/42,861000,888165,62107,17948.30193,1829220.302,1749165,80055.30193,Carolina,365778,105148,470926,47,10,57
38,2,9/17/42,11/12/42,777436,888165,59140,17090.8686,1741831.869,1665601,76230.8686,Carolina,400401,116426,516827,45,11,56
39,3,9/23/42,11/20/42,749785,888165,58158,16807.08042,1712915.08,1637950,74965.08042,Carolina,387350,109849,497199,44,14,58
40,4,9/29/42,11/24/42,795981,888165,59798,17281.02402,1761225.024,1684146,77079.02402,Carolina,411890,117059,528949,43,13,56
41,5,10/4/42,11/27/42,753263,888165,58282,16842.91518,1716552.915,1641428,75124.91518,Carolina,393218,110161,503379,42,12,54
42,6,10/10/42,11/30/42,764924,888165,58696,16962.55704,1728747.557,1653089,75658.55704,Carolina,393537,111263,504800,41,10,51
43,7,10/15/42,12/4/42,719100,888165,57069,16492.37031,1680826.37,1607265,73561.37031,Carolina,370916,105160,476076,40,10,50
44,8,10/20/42,12/9/42,705161,888165,56574,16349.32026,1666249.32,1593326,72923.32026,Carolina,363230,102468,465698,38,12,50
45,9,10/25/42,12/12/42,677641,888165,55596,16066.68804,1637468.688,1565806,71662.68804,Carolina,344978,98295,443273,35,13,48
46,1,10/28/42,12/15/42,703412,888165,56512,16331.40288,1664420.403,1591577,72843.40288,Carolina,356511,103014,459525,34,14,48
47,2,11/2/42,12/20/42,699922,888165,56388,16295.56812,1660770.568,1588087,72683.56812,Carolina,356789,101116,457905,34,14,48
48,3,11/6/42,12/22/42,711194,888165,56788,16411.16412,1672558.164,1599359,73199.16412,Carolina,362377,103345,465722,34,12,46
49,4,11/11/42,12/27/42,722607,888165,57193,16528.20507,1684493.205,1610772,73721.20507,Carolina,370261,105402,475663,32,14,46
50,5,11/15/42,12/31/42,738087,888165,57743,16687.14957,1700682.15,1626252,74430.14957,Carolina,375266,106400,481666,33,13,46
51,6,11/20/42,12/31/42,724987,888165,57278,16552.76922,1686982.769,1613152,73830.76922,Carolina,362336,102785,465121,32,9,41
52,7,11/24/42,1/7/43,711258,888165,56790,16411.7421,1672624.742,1599423,73201.7421,Carolina,354634,100087,454721,30,14,44
